BP/HYDRO_CONSUM_VNM,Hydroelectric Consumption - Vietnam
BP/HYDRO_CONSUM_THA,Hydroelectric Consumption - Thailand
BP/HYDRO_CONSUM_TASP,Hydroelectric Consumption - Total Asia Pacific
BP/HYDRO_CONSUM_OASP,Hydroelectric Consumption - Other Asia Pacific
BP/HYDRO_CONSUM_WRLD,Hydroelectric Consumption - Total World
BP/COAL_PRICES,Coal Prices
BP/GAS_PRICES,Natural Gas Prices (vs. Crude)
BP/CRUDE_OIL_PRICES,Crude Oil Prices from 1861
BP/SPOT_CRUDE_OIL_PRICES,Spot Crude Oil Prices
BP/OIL_REF_MARG,Oil Refining Margins - Regional
BP/OIL_PROD_D_COL,Oil Production - Daily Average - Colombia
BP/OIL_PROD_D_MEX,Oil Production - Daily Average - Mexico
BP/OIL_PROD_D_NOAM,Oil Production - Daily Average - Total North America
BP/OIL_PROD_D_CAN,Oil Production - Daily Average - Canada
BP/OIL_PROD_D_TTO,Oil Production - Daily Average - Trinidad & Tobago
BP/OIL_PROD_D_BRA,Oil Production - Daily Average - Brazil
BP/OIL_PROD_D_ECU,Oil Production - Daily Average - Ecuador
BP/OIL_PROD_D_ARG,Oil Production - Daily Average - Argentina
BP/OIL_PROD_D_USA,Oil Production - Daily Average - USA
BP/OIL_PROD_D_PER,Oil Production - Daily Average - Peru
BP/OIL_PROD_D_CESA,Oil Production - Daily Average - Total S. & Cent. America
BP/OIL_PROD_D_VEN,Oil Production - Daily Average - Venezuela
BP/OIL_PROD_D_AZE,Oil Production - Daily Average - Azerbaijan
BP/OIL_PROD_D_DNK,Oil Production - Daily Average - Denmark
BP/OIL_PROD_D_OSCA,Oil Production - Daily Average - Other S. & Cent. America
BP/OIL_PROD_D_ITA,Oil Production - Daily Average - Italy
BP/OIL_PROD_D_KAZ,Oil Production - Daily Average - Kazakhstan
BP/OIL_PROD_D_NOR,Oil Production - Daily Average - Norway
BP/OIL_PROD_D_TKM,Oil Production - Daily Average - Turkmenistan
BP/OIL_PROD_D_ROU,Oil Production - Daily Average - Romania
BP/OIL_PROD_D_RUS,Oil Production - Daily Average - Russian Federation
BP/OIL_PROD_D_GBR,Oil Production - Daily Average - United Kingdom
BP/OIL_PROD_D_UZB,Oil Production - Daily Average - Uzbekistan
BP/OIL_PROD_D_OEUE,Oil Production - Daily Average - Other Europe & Eurasia
BP/OIL_PROD_D_IRN,Oil Production - Daily Average - Iran
BP/OIL_PROD_D_IRQ,Oil Production - Daily Average - Iraq
BP/OIL_PROD_D_TEUE,Oil Production - Daily Average - Total Europe & Eurasia
BP/OIL_PROD_D_KWT,Oil Production - Daily Average - Kuwait
BP/OIL_PROD_D_OMN,Oil Production - Daily Average - Oman
BP/OIL_PROD_D_QAT,Oil Production - Daily Average - Qatar
BP/OIL_PROD_D_SYR,Oil Production - Daily Average - Syria
BP/OIL_PROD_D_ARE,Oil Production - Daily Average - United Arab Emirates
BP/OIL_PROD_D_YEM,Oil Production - Daily Average - Yemen
BP/OIL_PROD_D_SAU,Oil Production - Daily Average - Saudi Arabia
BP/OIL_PROD_D_OMDE,Oil Production - Daily Average - Other Middle East
BP/OIL_PROD_D_MIDE,Oil Production - Daily Average - Total Middle East
BP/OIL_PROD_D_DZA,Oil Production - Daily Average - Algeria
BP/OIL_PROD_D_AGO,Oil Production - Daily Average - Angola
BP/OIL_PROD_D_COG,Oil Production - Daily Average - Republic of Congo
BP/OIL_PROD_D_TCD,Oil Production - Daily Average - Chad
BP/OIL_PROD_D_EGY,Oil Production - Daily Average - Egypt
BP/OIL_PROD_D_GNQ,Oil Production - Daily Average - Equatorial Guinea
BP/OIL_PROD_D_GAB,Oil Production - Daily Average - Gabon
BP/OIL_PROD_D_LBY,Oil Production - Daily Average - Libya
BP/OIL_PROD_D_NGA,Oil Production - Daily Average - Nigeria
BP/OIL_PROD_D_SSUD,Oil Production - Daily Average - South Sudan
BP/OIL_PROD_D_SDN,Oil Production - Daily Average - Sudan
BP/OIL_PROD_D_TUN,Oil Production - Daily Average - Tunisia
BP/OIL_PROD_D_TAFR,Oil Production - Daily Average - Total Africa
BP/OIL_PROD_D_OAFR,Oil Production - Daily Average - Other Africa
BP/OIL_PROD_D_AUS,Oil Production - Daily Average - Australia
BP/OIL_PROD_D_BRN,Oil Production - Daily Average - Brunei
BP/OIL_PROD_D_CHN,Oil Production - Daily Average - China
BP/OIL_PROD_D_IDN,Oil Production - Daily Average - Indonesia
BP/OIL_PROD_D_THA,Oil Production - Daily Average - Thailand
BP/OIL_PROD_D_MYS,Oil Production - Daily Average - Malaysia
BP/OIL_PROD_D_IND,Oil Production - Daily Average - India
BP/OIL_PROD_D_VNM,Oil Production - Daily Average - Vietnam
BP/OIL_PROD_D_OASP,Oil Production - Daily Average - Other Asia Pacific
BP/OIL_PROD_D_TASP,Oil Production - Daily Average - Total Asia Pacific
BP/OIL_PROD_D_WRLD,Oil Production - Daily Average - Total World
BP/OIL_CONSUM_D_USA,Oil Consumption - Daily Average - USA
BP/OIL_CONSUM_D_CAN,Oil Consumption - Daily Average - Canada
BP/OIL_CONSUM_D_MEX,Oil Consumption - Daily Average - Mexico
BP/OIL_CONSUM_D_NOAM,Oil Consumption - Daily Average - Total North America
BP/OIL_CONSUM_D_ARG,Oil Consumption - Daily Average - Argentina
BP/OIL_CONSUM_D_BRA,Oil Consumption - Daily Average - Brazil
